timestamp_utc,gateway,unit,device_uid,serial,volt_v,current_a,power_kw,freq_hz,pf,kwh_import,ok,error
2025-12-30T08:31:46Z,192.168.1.101:502,0,,,,,,,,,False,timed out
2025-12-30T08:31:48Z,192.168.1.102:502,0,,,,,,,,,False,timed out
2025-12-30T08:31:50Z,192.168.1.103:502,0,,,,,,,,,False,timed out
2025-12-30T08:31:52Z,192.168.1.104:502,0,,,,,,,,,False,timed out
2025-12-30T10:20:35Z,192.168.1.101:502,1,238.050,0.053,0.008,50.000,0.660,1678.71,True,
2025-12-30T10:20:35Z,192.168.1.101:502,2,212.190,0.052,0.005,50.000,0.450,859.79,True,
2025-12-30T10:20:35Z,192.168.1.101:502,3,236.920,0.050,0.004,50.000,0.360,634.74,True,
2025-12-30T10:20:35Z,192.168.1.101:502,4,238.190,0.000,0.000,49.900,0.000,109.56,True,
2025-12-30T10:20:35Z,192.168.1.101:502,5,212.090,0.051,0.004,50.000,0.400,261.94,True,
2025-12-30T10:20:35Z,192.168.1.101:502,6,237.900,0.052,0.005,50.000,0.410,254.60,True,
2025-12-30T10:20:35Z,192.168.1.101:502,7,211.950,0.065,0.004,50.000,0.300,66.87,True,
2025-12-30T10:20:35Z,192.168.1.101:502,8,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,9,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,10,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,11,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,12,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,13,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,14,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,15,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,16,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,17,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,18,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,19,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,20,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,21,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,22,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,23,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,24,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,25,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,26,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,27,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,28,,,,,,,False,exception 0x0B
2025-12-30T10:20:35Z,192.168.1.101:502,29,,,,,,,False,exception 0x0B
