timestamp_utc,gateway,unit,device_uid,volt_v,current_a,power_kw,freq_hz,pf,kwh_import,ok,error
2026-01-02T00:00:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T00:00:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T00:00:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T00:00:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T00:15:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T00:15:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T00:15:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T00:15:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T00:30:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T00:30:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T00:30:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T00:30:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T00:45:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T00:45:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T00:45:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T00:45:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T01:00:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T01:00:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T01:00:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T01:00:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T01:15:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T01:15:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T01:15:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T01:15:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T01:30:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T01:30:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T01:30:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T01:30:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T01:45:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T01:45:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T01:45:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T01:45:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T02:00:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T02:00:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T02:00:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T02:00:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T02:15:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T02:15:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T02:15:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T02:15:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T02:30:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T02:30:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T02:30:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T02:30:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T02:45:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T02:45:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T02:45:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T02:45:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T03:00:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T03:00:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T03:00:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T03:00:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T03:15:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T03:15:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T03:15:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T03:15:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T03:30:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T03:30:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T03:30:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T03:30:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T03:45:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T03:45:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T03:45:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T03:45:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T04:00:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T04:00:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T04:00:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T04:00:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T04:15:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T04:15:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T04:15:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T04:15:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T04:30:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T04:30:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T04:30:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T04:30:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T04:45:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T04:45:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T04:45:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T04:45:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T05:00:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T05:00:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T05:00:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T05:00:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T05:15:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T05:15:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T05:15:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T05:15:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T05:30:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T05:30:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T05:30:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T05:30:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T05:45:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T05:45:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T05:45:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T05:45:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T06:00:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T06:00:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T06:00:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T06:00:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T06:15:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T06:15:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T06:15:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T06:15:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T06:30:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T06:30:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T06:30:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T06:30:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T06:45:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T06:45:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T06:45:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T06:45:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T07:00:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T07:00:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T07:00:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T07:00:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T07:15:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T07:15:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T07:15:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T07:15:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T07:30:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T07:30:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T07:30:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T07:30:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T07:45:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T07:45:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T07:45:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T07:45:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T08:00:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T08:00:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T08:00:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T08:00:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T08:15:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T08:15:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T08:15:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T08:15:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T08:30:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T08:30:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T08:30:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T08:30:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T08:45:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T08:45:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T08:45:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T08:45:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T09:00:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T09:00:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T09:00:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T09:00:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T09:15:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T09:15:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T09:15:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T09:15:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T09:30:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T09:30:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T09:30:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T09:30:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T09:45:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T09:45:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T09:45:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T09:45:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T10:00:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T10:00:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T10:00:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T10:00:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T10:15:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T10:15:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T10:15:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T10:15:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T10:30:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T10:30:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T10:30:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T10:30:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T10:45:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T10:45:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T10:45:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T10:45:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T11:00:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T11:00:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T11:00:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
2026-01-02T11:00:06Z,192.168.1.104:502,0,,,,,,,,False,timed out
2026-01-02T11:15:00Z,192.168.1.101:502,0,,,,,,,,False,timed out
2026-01-02T11:15:02Z,192.168.1.102:502,0,,,,,,,,False,timed out
2026-01-02T11:15:04Z,192.168.1.103:502,0,,,,,,,,False,timed out
